USM,UPM,FACTOR,REGION,ZONA,tipo.viv,NivInst,x,y,tipoViv,FACTORlog,y_w,FACTORcounts,ylogc,ylogcpred,ypred
9,92,172,1,1,3,2,0,559000,3,0.16773619436679787,96148000,92,-0.1658262613452397,0.11609608617291625,741052.7576525105
10,92,172,1,1,2,2,0,588125,2,0.16773619436679787,101157500,92,-0.11503622416069526,0.11609608617291625,741052.7576525105
12,92,172,1,1,3,3,0,634066.6666666667,3,0.16773619436679787,109059466.66666669,92,-0.03982163312016418,0.11609608617291625,741052.7576525105
1,93,169,1,1,3,3,0,388916.66666666674,3,0.15014043247641862,65726916.66666668,93,-0.5286106383385238,0.10159615706323946,730385.0724439151
2,93,169,1,1,3,3,1248000,2973793.3333333335,3,0.15014043247641862,502571073.3333334,93,1.505617898959656,0.10159615706323946,730385.0724439151
3,93,169,1,1,2,2,0,678244.2733050839,2,0.15014043247641862,114623282.18855917,93,0.027531773663703518,0.10159615706323946,730385.0724439151
4,93,169,1,1,2,7,43333.333333333336,1209000,2,0.15014043247641862,204321000,93,0.6055731161144529,0.10159615706323946,730385.0724439151
5,93,169,1,1,2,2,0,1020792.2243432538,2,0.15014043247641862,172513885.9140099,93,0.4363585608425762,0.10159615706323946,730385.0724439151
6,93,169,1,1,3,1,0,676000,3,0.15014043247641862,114244000,93,0.024217341542625448,0.10159615706323946,730385.0724439151
7,93,169,1,1,4,1,0,541666.6666666666,4,0.15014043247641862,91541666.66666666,93,-0.1973249284046119,0.10159615706323946,730385.0724439151
11,93,169,1,1,3,2,2059200,4009200,3,0.15014043247641862,677554800,93,1.8043712646503725,0.10159615706323946,730385.0724439151
12,93,169,1,1,2,7,398666.66666666674,5087359.673581679,2,0.15014043247641862,859763784.8353038,93,2.0425385122817374,0.10159615706323946,730385.0724439151
1,94,169,1,1,3,2,0,611000,3,0.15014043247641862,103259000,94,-0.0768787753287441,0.10159615706323946,730385.0724439151
2,94,169,1,1,2,2,0,162000,2,0.15014043247641862,27378000,94,-1.404379399267956,0.10159615706323946,730385.0724439151
3,94,169,1,1,3,7,0,1300000,3,0.15014043247641862,219700000,94,0.6781438089492884,0.10159615706323946,730385.0724439151
4,94,169,1,1,2,7,0,4236689.166666666,2,0.15014043247641862,716000469.1666665,94,1.8595616517798632,0.10159615706323946,730385.0724439151
6,94,169,1,1,2,0,0,213000,2,0.15014043247641862,35997000,94,-1.1306835687909143,0.10159615706323946,730385.0724439151
7,94,169,1,1,2,3,0,556943.7737,2,0.15014043247641862,94123497.7553,94,-0.16951144455163636,0.10159615706323946,730385.0724439151
9,94,169,1,1,2,4,26000,1134250,2,0.15014043247641862,191688250,94,0.5417511840437346,0.10159615706323946,730385.0724439151
10,94,169,1,1,3,1,20800,1428266.6666666667,3,0.15014043247641862,241377066.6666667,94,0.7722411323284035,0.10159615706323946,730385.0724439151
11,94,169,1,1,2,3,0,1409050.0289999999,2,0.15014043247641862,238129454.90099996,94,0.7586952835103613,0.10159615706323946,730385.0724439151
1,95,134,1,1,3,1,0,808197.7944444445,3,-0.08191848249574374,108298504.45555556,95,0.20283108916783377,-0.08888774266212693,603706.4028977863
2,95,134,1,1,2,3,0,303916.6666666666,2,-0.08191848249574374,40724833.33333333,95,-0.7752221934796601,-0.08888774266212693,603706.4028977863
3,95,134,1,1,3,3,0,419000,3,-0.08191848249574374,56146000,95,-0.4541048145782014,-0.08888774266212693,603706.4028977863
4,95,134,1,1,2,3,0,524290,2,-0.08191848249574374,70254860,95,-0.2299307681535261,-0.08888774266212693,603706.4028977863
5,95,134,1,1,2,1,0,492916.66666666674,2,-0.08191848249574374,66050833.33333334,95,-0.2916356078758522,-0.08888774266212693,603706.4028977863
6,95,134,1,1,2,3,0,959508.3333333334,2,-0.08191848249574374,128574116.66666667,95,0.37444526598873473,-0.08888774266212693,603706.4028977863
7,95,134,1,1,2,1,0,526558.3333333334,2,-0.08191848249574374,70558816.66666667,95,-0.22561361450833317,-0.08888774266212693,603706.4028977863
8,95,134,1,1,3,3,0,1150588.093137255,3,-0.08191848249574374,154178804.48039216,95,0.5560527414807801,-0.08888774266212693,603706.4028977863
9,95,134,1,1,3,2,0,414873.91175701673,3,-0.08191848249574374,55593104.175440244,95,-0.46400108752596836,-0.08888774266212693,603706.4028977863
10,95,134,1,1,2,0,0,827450,2,-0.08191848249574374,110878300,95,0.22637294796461305,-0.08888774266212693,603706.4028977863
11,95,134,1,1,3,4,0,2067541.6666666667,3,-0.08191848249574374,277050583.3333334,95,1.1421398453584821,-0.08888774266212693,603706.4028977863
12,95,134,1,1,2,1,0,1152493.3333333333,2,-0.08191848249574374,154434106.66666666,95,0.5577072558273422,-0.08888774266212693,603706.4028977863
1,96,169,1,1,2,6,0,2150172.201257862,2,0.15014043247641862,363379102.0125787,96,1.1813274770223554,0.10159615706323946,730385.0724439151
2,96,169,1,1,2,6,2083.8133333333335,2352917.146666667,2,0.15014043247641862,397642997.7866667,96,1.2714354418207012,0.10159615706323946,730385.0724439151
4,96,169,1,1,3,2,0,118500,3,0.15014043247641862,20026500,96,-1.7170627739251536,0.10159615706323946,730385.0724439151
5,96,169,1,1,2,2,34666.66666666667,488583.33333333343,2,0.15014043247641862,82570583.33333334,96,-0.3004656873241238,0.10159615706323946,730385.0724439151
7,96,169,1,1,2,2,53237.83257383963,1716770.5530557656,2,0.15014043247641862,290134223.4664244,96,0.9562244850014565,0.10159615706323946,730385.0724439151
8,96,169,1,1,3,2,208000,218000,3,0.15014043247641862,36842000,96,-1.1074806717112509,0.10159615706323946,730385.0724439151
9,96,169,1,1,3,1,0,275500,3,0.15014043247641862,46559500,96,-0.8733881059073703,0.10159615706323946,730385.0724439151
10,96,169,1,1,3,5,0,1113666.6666666665,3,0.15014043247641862,188209666.66666663,96,0.5234374191883067,0.10159615706323946,730385.0724439151
12,96,169,1,1,2,1,0,2550475.8910675384,2,0.15014043247641862,431030425.590414,96,1.3520595101881039,0.10159615706323946,730385.0724439151
2,97,134,1,1,2,4,0,957666.6666666665,2,-0.08191848249574374,128327333.33333331,97,0.3725240358108408,-0.08888774266212693,603706.4028977863
3,97,134,1,1,2,2,29120,833914.8,2,-0.08191848249574374,111744583.2,97,0.23415550436651422,-0.08888774266212693,603706.4028977863
4,97,134,1,1,2,4,0,1819565.8676355642,2,-0.08191848249574374,243821826.2631656,97,1.0143774828505059,-0.08888774266212693,603706.4028977863
5,97,134,1,1,3,1,0,450666.66666666674,3,-0.08191848249574374,60389333.33333334,97,-0.38124776656554005,-0.08888774266212693,603706.4028977863
6,97,134,1,1,3,1,0,292500,3,-0.08191848249574374,39195000,97,-0.8135110678284274,-0.08888774266212693,603706.4028977863
7,97,134,1,1,3,4,520,2255566.236688933,3,-0.08191848249574374,302245875.716317,97,1.2291805886599594,-0.08888774266212693,603706.4028977863
8,97,134,1,1,2,2,0,803779,2,-0.08191848249574374,107706386,97,0.19734862127150876,-0.08888774266212693,603706.4028977863
9,97,134,1,1,3,3,0,1748778.1110277553,3,-0.08191848249574374,234336266.87771922,97,0.9746968662766733,-0.08888774266212693,603706.4028977863
10,97,134,1,1,2,4,0,54000,2,-0.08191848249574374,7236000,97,-2.502991687936065,-0.08888774266212693,603706.4028977863
11,97,134,1,1,2,3,0,509166.66666666674,2,-0.08191848249574374,68228333.33333334,97,-0.259200332122699,-0.08888774266212693,603706.4028977863
12,97,134,1,1,2,1,0,603279.9215453591,2,-0.08191848249574374,80839509.48707812,97,-0.08959443065276851,-0.08888774266212693,603706.4028977863
1,98,151,1,1,3,3,8666.666666666668,815290,3,0.03752155436826943,123108790,98,0.2115681436695347,0.009303430658128595,665993.0034523915
2,98,151,1,1,3,7,0,584458.3333333334,3,0.03752155436826943,88253208.33333334,98,-0.12129024212861417,0.009303430658128595,665993.0034523915
3,98,151,1,1,2,1,0,146250,2,0.03752155436826943,22083750,98,-1.5066582483883728,0.009303430658128595,665993.0034523915
4,98,151,1,1,3,3,0,868500,3,0.03752155436826943,131143500,98,0.2747918511808205,0.009303430658128595,665993.0034523915
5,98,151,1,1,2,7,17333.333333333336,1635833.3333333333,2,0.03752155436826943,247010833.3333333,98,0.9079319029821669,0.009303430658128595,665993.0034523915
6,98,151,1,1,2,3,0,493750,2,0.03752155436826943,74556250,98,-0.2899464182850071,0.009303430658128595,665993.0034523915
7,98,151,1,1,3,3,17333.333333333336,2040999.9999999998,3,0.03752155436826943,308190999.99999994,98,1.129219428309506,0.009303430658128595,665993.0034523915
8,98,151,1,1,2,2,0,2000375,2,0.03752155436826943,302056625,98,1.1091142074658151,0.009303430658128595,665993.0034523915
10,98,151,1,1,3,2,0,440000,3,0.03752155436826943,66440000,98,-0.40520100758803324,0.009303430658128595,665993.0034523915
11,98,151,1,1,3,4,0,1597916.6666666667,3,0.03752155436826943,241285416.6666667,98,0.8844802419471165,0.009303430658128595,665993.0034523915
12,98,151,1,1,3,3,0,312000,3,0.03752155436826943,47112000,98,-0.7489725466908563,0.009303430658128595,665993.0034523915
1,99,136,1,1,3,2,0,599943.3333333334,3,-0.0671033967106025,81592293.33333334,99,-0.0951405281887947,-0.07680319227500168,611046.1829911408
2,99,136,1,1,3,7,0,1383574.8259145662,3,-0.0671033967106025,188166176.324381,99,0.740450147770499,-0.07680319227500168,611046.1829911408
4,99,136,1,1,3,1,0,1094166.6666666667,3,-0.0671033967106025,148806666.6666667,99,0.5057725830085023,-0.07680319227500168,611046.1829911408
5,99,136,1,1,3,0,0,201000,3,-0.0671033967106025,27336000,99,-1.188670826441264,-0.07680319227500168,611046.1829911408
6,99,136,1,1,3,2,0,255000,3,-0.0671033967106025,34680000,99,-0.9507121893419139,-0.07680319227500168,611046.1829911408
7,99,136,1,1,3,1,0,642916.6666666667,3,-0.0671033967106025,87436666.66666667,99,-0.025960619491078418,-0.07680319227500168,611046.1829911408
8,99,136,1,1,3,7,0,2529583.3333333335,3,-0.0671033967106025,344023333.3333334,99,1.3438341432761955,-0.07680319227500168,611046.1829911408
9,99,136,1,1,3,3,0,585775,3,-0.0671033967106025,79665400,99,-0.11903997769884356,-0.07680319227500168,611046.1829911408
10,99,136,1,1,2,1,0,487846.66666666674,2,-0.0671033967106025,66347146.66666668,99,-0.3019745856710312,-0.07680319227500168,611046.1829911408
11,99,136,1,1,3,2,0,20000,3,-0.0671033967106025,2720000,99,-3.4962434609463493,-0.07680319227500168,611046.1829911408
12,99,136,1,1,3,2,0,942500,3,-0.0671033967106025,128180000,99,0.35656018482182716,-0.07680319227500168,611046.1829911408
1,100,151,1,1,3,2,0,346833.3333333334,3,0.03752155436826943,52371833.333333336,100,-0.6431313773347593,0.009303430658128595,665993.0034523915
2,100,151,1,1,3,3,0,536919.6222767492,3,0.03752155436826943,81074862.96378914,100,-0.206127330381209,0.009303430658128595,665993.0034523915
3,100,151,1,1,3,7,0,1843833.3333333333,3,0.03752155436826943,278418833.3333333,100,1.0276262823065156,0.009303430658128595,665993.0034523915
4,100,151,1,1,3,1,0,301833.3333333334,3,0.03752155436826943,45576833.333333336,100,-0.7821007458449802,0.009303430658128595,665993.0034523915
5,100,151,1,1,2,7,0,1939166.6666666667,2,0.03752155436826943,292814166.6666667,100,1.0780378720079984,0.009303430658128595,665993.0034523915
6,100,151,1,1,3,2,0,260000,3,0.03752155436826943,39260000,100,-0.9312941034848112,0.009303430658128595,665993.0034523915
7,100,151,1,1,2,2,0,1250570,2,0.03752155436826943,188836070,100,0.6393789918596031,0.009303430658128595,665993.0034523915
8,100,151,1,1,2,3,0,518176.5781842516,2,0.03752155436826943,78244663.305822,100,-0.24165966580320308,0.009303430658128595,665993.0034523915
10,100,151,1,1,2,0,86666.66666666667,1531833.3333333335,2,0.03752155436826943,231306833.33333334,100,0.8422448196297143,0.009303430658128595,665993.0034523915
11,100,151,1,1,3,5,0,1111401.7306119415,3,0.03752155436826943,167821661.32240316,100,0.5214015834901584,0.009303430658128595,665993.0034523915
12,100,151,1,1,3,2,0,1386666.6666666667,3,0.03752155436826943,209386666.6666667,100,0.7426823300868595,0.009303430658128595,665993.0034523915
3,101,190,1,1,3,7,0,2462416.6666666665,3,0.2672657897138313,467859166.6666666,101,1.3169227970257396,0.1976910026316989,804054.2460641842
4,101,190,1,1,3,7,0,3331250,3,0.2672657897138313,632937500,101,1.6191271534138156,0.1976910026316989,804054.2460641842
5,101,190,1,1,3,3,0,839325.1425207802,3,0.2672657897138313,159471777.07894823,101,0.24062243267589167,0.1976910026316989,804054.2460641842
6,101,190,1,1,3,4,0,1069328,3,0.2672657897138313,203172320,101,0.4828099582743466,0.1976910026316989,804054.2460641842
8,101,190,1,1,3,2,0,478833.33333333326,3,0.2672657897138313,90978333.33333331,101,-0.3206231447491046,0.1976910026316989,804054.2460641842
9,101,190,1,1,3,3,0,405978.13963863486,3,0.2672657897138313,77135846.53134063,101,-0.4856764196028003,0.1976910026316989,804054.2460641842
10,101,190,1,1,2,3,0,812500,2,0.2672657897138313,154375000,101,0.20814017970355359,0.1976910026316989,804054.2460641842
12,101,190,1,1,2,1,0,502333.3333333333,2,0.2672657897138313,95443333.33333333,101,-0.272711824541954,0.1976910026316989,804054.2460641842
2,102,150,1,1,2,1,0,147333.33333333334,2,0.03087701164960066,22100000,102,-1.4992781410907519,0.003850655927288532,662371.3765634494
3,102,150,1,1,3,3,0,821166.6666666667,3,0.03087701164960066,123175000.00000001,102,0.21875035881556926,0.003850655927288532,662371.3765634494
4,102,150,1,1,3,3,0,480666.66666666674,3,0.03087701164960066,72100000.00000001,102,-0.3168017053235541,0.003850655927288532,662371.3765634494
5,102,150,1,1,3,5,0,170800,3,0.03087701164960066,25620000,102,-1.35148245314587,0.003850655927288532,662371.3765634494
6,102,150,1,1,3,4,0,442000,3,0.03087701164960066,66300000,102,-0.40066585242264097,0.003850655927288532,662371.3765634494
7,102,150,1,1,2,4,0,2880284.3333333335,2,0.03087701164960066,432042650,102,1.4736685606083295,0.003850655927288532,662371.3765634494
9,102,150,1,1,2,1,0,88500,2,0.03087701164960066,13275000,102,-2.0089731824864554,0.003850655927288532,662371.3765634494
10,102,150,1,1,3,1,0,655500,3,0.03087701164960066,98325000,102,-0.00657743129658428,0.003850655927288532,662371.3765634494
11,102,150,1,1,3,1,0,662999.9999999999,3,0.03087701164960066,99449999.99999999,102,0.004799255685522752,0.003850655927288532,662371.3765634494
12,102,150,1,1,3,2,0,439933.33333333326,3,0.03087701164960066,65989999.999999985,102,-0.4053525342191282,0.003850655927288532,662371.3765634494
1,103,181,1,1,3,3,0,195000,3,0.2187387488191712,35295000,103,-1.218976175936593,0.15790916543892286,772695.38313108
2,103,181,1,1,3,4,0,464750,3,0.2187387488191712,84119750,103,-0.35047610789878547,0.15790916543892286,772695.38313108
3,103,181,1,1,3,0,0,902416.6666666666,3,0.2187387488191712,163337416.66666666,103,0.31310061534003886,0.15790916543892286,772695.38313108
4,103,181,1,1,3,4,34666.66666666667,2088666.6666666667,3,0.2187387488191712,378048666.6666667,103,1.1523054483436876,0.15790916543892286,772695.38313108
5,103,181,1,1,3,1,0,186333.33333333337,3,0.2187387488191712,33726333.33333334,103,-1.2644385500133506,0.15790916543892286,772695.38313108
6,103,181,1,1,3,3,0,441566.66666666674,3,0.2187387488191712,79923566.66666669,103,-0.40164672547823344,0.15790916543892286,772695.38313108
8,103,181,1,1,3,3,48533.333333333336,1236200,3,0.2187387488191712,223752200,103,0.6278217027248338,0.15790916543892286,772695.38313108
9,103,181,1,1,3,3,173333.33333333337,1579175,3,0.2187387488191712,285830675,103,0.8726821032531635,0.15790916543892286,772695.38313108
12,103,181,1,1,3,1,0,1015083.3333333334,3,0.2187387488191712,183730083.33333334,103,0.4307502554116187,0.15790916543892286,772695.38313108
4,104,379,1,1,3,2,624000,1994000,3,0.9577779226357714,755726000,104,1.105922216021444,0.7636618159256593,1416065.5285762176
5,104,379,1,1,3,3,0,745718.7709123357,3,0.9577779226357714,282627414.17577523,104,0.1223728119363443,0.7636618159256593,1416065.5285762176
8,104,379,1,1,3,2,0,1943500,3,0.9577779226357714,736586500,104,1.080270015791939,0.7636618159256593,1416065.5285762176
9,104,379,1,1,2,0,52000,1194916.666666667,2,0.9577779226357714,452873416.6666668,104,0.5938559924267004,0.7636618159256593,1416065.5285762176
1,105,166,1,1,3,2,0,499250,3,0.1322295059098888,82875500,105,-0.27886876220441437,0.08692582812082313,719748.296446525
2,105,166,1,1,2,7,0,2393300,2,0.1322295059098888,397287800,105,1.2884527112002289,0.08692582812082313,719748.296446525
3,105,166,1,1,2,7,1202933.3333333335,3039183.3333333335,2,0.1322295059098888,504504433.3333334,105,1.527368383458768,0.08692582812082313,719748.296446525
4,105,166,1,1,3,2,0,361833.33333333326,3,0.1322295059098888,60064333.33333332,105,-0.6007920338501034,0.08692582812082313,719748.296446525
5,105,166,1,1,3,2,0,693056.7886088185,3,0.1322295059098888,115047426.90906388,105,0.04913620737664104,0.08692582812082313,719748.296446525
6,105,166,1,1,3,5,0,3005166.6666666665,3,0.1322295059098888,498857666.6666666,105,1.5161125740479733,0.08692582812082313,719748.296446525
8,105,166,1,1,3,4,5200,2374366.6666666665,3,0.1322295059098888,394144866.6666666,105,1.2805102797398575,0.08692582812082313,719748.296446525
9,105,166,1,1,3,3,0,350000,3,0.1322295059098888,58100000,105,-0.6340425800168799,0.08692582812082313,719748.296446525
10,105,166,1,1,3,4,0,1464666.6666666665,3,0.1322295059098888,243134666.66666663,105,0.7974072297761055,0.08692582812082313,719748.296446525
12,105,166,1,1,3,3,0,390000,3,0.1322295059098888,64740000,105,-0.5258289953766475,0.08692582812082313,719748.296446525
2,106,237,1,1,3,2,0,447008.33333333326,3,0.48830185868847664,105940974.99999999,106,-0.38939849725666775,0.378647698345034,963549.0867491342
5,106,237,1,1,2,5,0,1950000,2,0.48830185868847664,462150000,106,1.0836089170574539,0.378647698345034,963549.0867491342
7,106,237,1,1,3,2,0,1929416.6666666667,3,0.48830185868847664,457271750,106,1.072997256462859,0.378647698345034,963549.0867491342
9,106,237,1,1,3,7,0,1894960.9636404193,3,0.48830185868847664,449105748.38277936,106,1.0549777831419629,0.378647698345034,963549.0867491342
10,106,237,1,1,3,7,0,165000,3,0.48830185868847664,39105000,106,-1.3860302605997585,0.378647698345034,963549.0867491342
11,106,237,1,1,2,4,0,498333.33333333326,2,0.48830185868847664,118104999.99999999,106,-0.28070653734366324,0.378647698345034,963549.0867491342
12,106,237,1,1,2,2,0,399750,2,0.48830185868847664,94740750,106,-0.5011363827862763,0.378647698345034,963549.0867491342
1,107,148,1,1,2,2,624000,2671500,2,0.017453991317459838,395382000,107,1.3984196568974863,-0.007236642430577034,655068.0294971938
2,107,148,1,1,3,1,0,460000,3,0.017453991317459838,68080000,107,-0.3607492450171996,-0.007236642430577034,655068.0294971938
3,107,148,1,1,2,2,0,2284644.408689554,2,0.017453991317459838,338127372.48605394,107,1.2419899368884266,-0.007236642430577034,655068.0294971938
5,107,148,1,1,3,3,0,562250,3,0.017453991317459838,83213000,107,-0.16002914366091403,-0.007236642430577034,655068.0294971938
